Período;Região;Instituição;Localização Geográfica;1as Consultas Telemedicina;Consultas Subsequentes Telemedicina;Total Consultas Telemedicina
2023-08;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;2241;19184;21425
2023-08;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;419;7078;7497
2023-09;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;0;0;0
2023-09;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;355;384;739
2023-09;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;164;68;232
2023-09;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;718;1836;2554
2023-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;2126;2520;4646
2023-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;141;366;507
2023-09;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;189;0;189
2023-09;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;41.1472498, -8.6172617;1919;1682;3601
2023-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;69;11;80
2023-10;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;5801;2936;8737
2023-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;380;101;481
2023-10;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;29;;29
2023-10;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;2341;2866;5207
2023-10;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;397;5650;6047
2023-10;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;14;1181;1195
2023-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;439;96;535
2023-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;228;0;228
2023-10;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;458;;458
2023-10;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;136;149;285
2023-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;799;221;1020
2023-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;4193;12639;16832
2023-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;446;460;906
2023-11;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;18;1413;1431
2023-11;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;2956;24038;26994
2023-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;245;4487;4732
2023-11;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;182;152;334
2023-12;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;222;104;326
2023-12;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;54;;54
2023-12;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;;27;27
2023-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;3272;5500;8772
2023-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;757;2738;3495
2023-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE, EPE;39.4054629, -9.1258493;4776;9336;14112
2023-12;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;20;1656;1676
2023-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;326;;326
2023-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;1111;;1111
2023-12;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;153;165;318
2013-01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;11;22;33
2013-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;174;193;367
2013-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;104;66;170
2013-03;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;289;147;436
2013-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;466;242;708
2013-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;200;214;414
2013-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;681;523;1204
2013-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;0;0;0
2013-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;18;15;33
2013-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;139;57;196
2013-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;170;124;294
2013-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;135;40;175
2013-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;81;56;137
2013-07;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;0;0;0
2013-08;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;751;385;1136
2013-08;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;81;56;137
2013-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2013-08;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;0;0;0
2013-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;173;49;222
2013-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2013-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;862;0;862
2013-10;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;192;52;244
2013-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;1016;0;1016
2013-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;268;247;515
2013-11;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;1225;0;1225
2013-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;657;113;770
2013-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;220;197;417
2013-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;234;64;298
2013-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2013-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;572;;572
2014-01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;116;39;155
2014-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;20;69;89
2014-02;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;225;95;320
2014-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;308;0;308
2014-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;357;243;600
2014-03;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;;4;4
2014-03;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;0;0;0
2014-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;470;0;470
2014-04;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;77;47;124
2014-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2014-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;564;263;827
2014-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;416;39;455
2014-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;127;137;264
2014-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2014-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;634;291;925
2014-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;36;17;53
2014-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;340;562;902
2014-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;148;85;233
2014-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;135;25;160
2014-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;294;336;630
2014-07;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;170;177;347
2014-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;214;0;214
2014-07;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;1255;0;1255
2014-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;46;26;72
2014-08;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;2;9;11
2014-08;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;0;0;0
2014-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;252;0;252
2014-08;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;368;;368
2014-09;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;214;216;430
2014-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2014-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;1541;0;1541
2014-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;49;40;89
2014-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2014-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;1679;0;1679
2014-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;50;41;91
2014-11;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;131;106;237
2014-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2014-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;0;;0
2014-11;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;1811;0;1811
2014-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;274;147;421
2014-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;514;564;1078
2014-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;291;284;575
2014-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;173;39;212
2014-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;3;16;19
2014-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;1894;0;1894
2015-01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;102;47;149
2015-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;96;67;163
2015-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;104;9;113
2015-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;121;0;121
2015-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;298;27;325
2015-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;121;177;298
2015-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2015-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;149;235;384
2015-04;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;52;35;87
2015-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;131;122;253
2015-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;155;153;308
2015-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;313;365;678
2015-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;86;76;162
2015-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;244;0;244
2015-08;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;807;76;883
2015-08;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;184;82;266
2015-08;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;216;201;417
2015-08;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;86;76;162
2015-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;643;631;1274
2015-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;1558;1129;2687
2015-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2015-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;687;715;1402
2015-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;1035;99;1134
2015-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;1206;113;1319
2015-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;122;;122
2015-11;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;128;129;257
2015-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;1118;530;1648
2015-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;526;571;1097
2015-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;172;0;172
2015-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2016-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;56;49;105
2016-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;35;;35
2016-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;0;;0
2016-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;164;0;164
2016-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;94;112;206
2016-02;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;50;22;72
2016-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;0;0;0
2016-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;168;179;347
2016-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;701;381;1082
2016-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;74;61;135
2016-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;512;0;512
2016-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;14;9;23
2016-04;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;78;44;122
2016-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;925;503;1428
2016-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;245;241;486
2016-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;99;52;151
2016-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;14;9;23
2016-06;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;7;;7
2016-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;230;;230
2016-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;0;;0
2016-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;1062;94;1156
2016-07;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;115;101;216
2016-07;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;1;;1
2016-07;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;346;;346
2016-08;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;1197;94;1291
