data,região,instituição,1as_consultas,consultas_subsequentes,total_consultas,ano,mês,coordenadas,código_região
2018-01-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",0,5,5,2018,1,"-8.5404429,39.478072",3
2018-01-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,1194,1194,2018,1,"-8.6745115,41.1794456",1
2018-02-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",1,5,6,2018,2,"-8.6956768,38.0162314",4
2018-02-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",98,124,222,2018,2,"-7.4263845,39.3003425",4
2018-02-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",67,22,89,2018,2,"-7.4922407,40.2804158",2
2018-02-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",25,43,68,2018,2,"-8.6543716,40.6362453",2
2018-02-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",64,23,87,2018,2,"-7.4981271,39.8212263",2
2018-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",66,0,66,2018,2,"-9.1616116,38.7500861",3
2018-02-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",325,0,325,2018,2,"-8.6172617,41.1472498",1
2018-02-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",82,0,82,2018,2,"-7.7515252,41.3031784",1
2018-02-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,2109,2109,2018,2,"-8.6745115,41.1794456",1
2018-03-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",129,41,170,2018,3,"-7.4922407,40.2804158",2
2018-03-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",28,17,45,2018,3,"-8.6062881,41.1785642",1
2018-03-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,3257,3257,2018,3,"-8.6745115,41.1794456",1
2018-04-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",7,3,10,2018,4,"-7.8721227,38.014123",4
2018-04-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",167,230,397,2018,4,"-7.4263845,39.3003425",4
2018-04-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",8,3,11,2018,4,"-7.9281554,37.0238973",5
2018-04-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",89,104,193,2018,4,"-8.6543716,40.6362453",2
2018-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",7,18,25,2018,4,"-9.1371248,38.7166948",3
2018-04-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",35,0,35,2018,4,"-9.216985,38.708454",3
2018-04-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,4307,4307,2018,4,"-8.6745115,41.1794456",1
2018-05-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,5,0,5,2018,5,"-8.5933462,40.3470015",2
2018-05-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1003,0,1003,2018,5,"-8.6172617,41.1472498",1
2018-05-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",50,34,84,2018,5,"-8.6062881,41.1785642",1
2018-06-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",62,44,106,2018,6,"-8.0827433,40.516364",2
2018-06-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,14,2,16,2018,6,"-8.7707806,40.297919",2
2018-06-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,10,0,10,2018,6,"-8.5933462,40.3470015",2
2018-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",220,0,220,2018,6,"-9.1616116,38.7500861",3
2018-06-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",149,0,149,2018,6,"-7.7515252,41.3031784",1
2018-06-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",63,47,110,2018,6,"-8.6062881,41.1785642",1
2018-07-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",234,234,468,2018,7,"-8.6543716,40.6362453",2
2018-07-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,21,2,23,2018,7,"-8.7707806,40.297919",2
2018-07-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1521,0,1521,2018,7,"-8.6172617,41.1472498",1
2018-08-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",424,352,776,2018,8,"-7.4263845,39.3003425",4
2018-08-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",11,6,17,2018,8,"-7.9281554,37.0238973",5
2018-08-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",155,100,255,2018,8,"-7.4981271,39.8212263",2
2018-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",29,25,54,2018,8,"-9.1371248,38.7166948",3
2018-08-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",80,0,80,2018,8,"-9.216985,38.708454",3
2018-08-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1733,0,1733,2018,8,"-8.6172617,41.1472498",1
2018-08-01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE",0,1,1,2018,8,"-6.7888197,41.8056532",1
2018-09-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",265,195,460,2018,9,"-8.7982706,39.7414812",2
2018-09-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",161,113,274,2018,9,"-7.4981271,39.8212263",2
2018-09-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",347,0,347,2018,9,"-9.1616116,38.7500861",3
2018-09-01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE",0,1,1,2018,9,"-6.7888197,41.8056532",1
2018-10-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",41,17,58,2018,10,"-7.8721227,38.014123",4
2018-10-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",23,34,57,2018,10,"-8.6956768,38.0162314",4
2018-10-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",16,7,23,2018,10,"-7.9281554,37.0238973",5
2018-10-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",483,0,483,2018,10,"-9.1822554,38.6658713",3
2018-10-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",4,0,4,2018,10,"-8.5458794,40.9293884",1
2018-10-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,10629,10629,2018,10,"-8.6745115,41.1794456",1
2018-11-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",781,289,1070,2018,11,"-7.9032848,38.5684861",4
2018-11-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",436,135,571,2018,11,"-7.4922407,40.2804158",2
2018-11-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1787,832,2619,2018,11,"-8.4098211,40.2191523",2
2018-11-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",175,134,309,2018,11,"-8.0827433,40.516364",2
2018-11-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,35,2,37,2018,11,"-8.7707806,40.297919",2
2018-11-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",676,3,679,2018,11,"-9.1616116,38.7500861",3
2018-11-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",496,0,496,2018,11,"-7.7515252,41.3031784",1
2018-11-01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE",0,1,1,2018,11,"-6.7888197,41.8056532",1
2018-12-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",999,388,1387,2018,12,"-7.9032848,38.5684861",4
2018-12-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",28,33,61,2018,12,"-8.6956768,38.0162314",4
2018-12-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",745,483,1228,2018,12,"-7.4263845,39.3003425",4
2018-12-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",47,42,89,2018,12,"-9.1371248,38.7166948",3
2018-12-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",0,0,0,2018,12,"-9.1634516,38.7396768",3
2019-01-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",7,14,21,2019,1,"-7.8721227,38.014123",4
2019-01-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",229,67,296,2019,1,"-8.4098211,40.2191523",2
2019-01-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",26,7,33,2019,1,"-8.0827433,40.516364",2
2019-01-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,4,0,4,2019,1,"-8.7707806,40.297919",2
2019-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",2,0,2,2019,1,"-9.1371248,38.7166948",3
2019-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",120,1,121,2019,1,"-9.1616116,38.7500861",3
2019-01-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",0,0,0,2019,1,"-8.5458794,40.9293884",1
2019-02-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",7,9,16,2019,2,"-8.6956768,38.0162314",4
2019-02-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2019,2,"-7.9281554,37.0238973",5
2019-02-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",59,14,73,2019,2,"-7.4981271,39.8212263",2
2019-02-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",1,0,1,2019,2,"-8.5404429,39.478072",3
2019-02-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",0,0,0,2019,2,"-8.5458794,40.9293884",1
2019-02-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",9,7,16,2019,2,"-8.6062881,41.1785642",1
2019-02-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,1995,1995,2019,2,"-8.6745115,41.1794456",1
2019-03-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",310,85,395,2019,3,"-7.9032848,38.5684861",4
2019-03-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",152,25,177,2019,3,"-7.4922407,40.2804158",2
2019-03-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",657,172,829,2019,3,"-8.4098211,40.2191523",2
2019-03-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",338,0,338,2019,3,"-7.7515252,41.3031784",1
2019-04-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",197,29,226,2019,4,"-7.4922407,40.2804158",2
2019-04-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",118,87,205,2019,4,"-8.7982706,39.7414812",2
2019-04-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,5,0,5,2019,4,"-8.7707806,40.297919",2
2019-04-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",118,39,157,2019,4,"-7.4981271,39.8212263",2
2019-05-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",160,113,273,2019,5,"-8.7982706,39.7414812",2
2019-05-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,5,0,5,2019,5,"-8.7707806,40.297919",2
2019-05-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",3,3,6,2019,5,"-8.5404429,39.478072",3
2019-05-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1076,0,1076,2019,5,"-8.6172617,41.1472498",1
2019-05-01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE",0,4,4,2019,5,"-8.6171561,41.5324234",1
2019-05-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",25,21,46,2019,5,"-8.6062881,41.1785642",1
2019-05-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,4981,4981,2019,5,"-8.6745115,41.1794456",1
2019-06-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",13,18,31,2019,6,"-8.6956768,38.0162314",4
2019-06-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,5,0,5,2019,6,"-8.7707806,40.297919",2
2019-07-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",342,129,471,2019,7,"-7.4263845,39.3003425",4
2019-07-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",198,161,359,2019,7,"-8.7982706,39.7414812",2
2019-07-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",5,5,10,2019,7,"-8.5404429,39.478072",3
2019-07-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",716,0,716,2019,7,"-7.7515252,41.3031784",1
2019-08-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",313,56,369,2019,8,"-7.4922407,40.2804158",2
2019-08-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",231,182,413,2019,8,"-8.7982706,39.7414812",2
2019-08-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1735,533,2268,2019,8,"-8.4098211,40.2191523",2
2019-08-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,66,0,66,2019,8,"-8.5933462,40.3470015",2
2019-08-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",184,92,276,2019,8,"-7.4981271,39.8212263",2
2019-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2125,29,2154,2019,8,"-9.1616116,38.7500861",3
2019-09-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",983,475,1458,2019,9,"-7.9032848,38.5684861",4
2019-09-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",349,61,410,2019,9,"-7.4922407,40.2804158",2
2019-09-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",193,65,258,2019,9,"-8.0827433,40.516364",2
2019-09-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,74,0,74,2019,9,"-8.5933462,40.3470015",2
2019-09-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",24,22,46,2019,9,"-9.1371248,38.7166948",3
2019-09-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,8789,8789,2019,9,"-8.6745115,41.1794456",1
2019-10-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",13,18,31,2019,10,"-8.6956768,38.0162314",4
2019-10-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",475,198,673,2019,10,"-7.4263845,39.3003425",4
2019-10-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",258,231,489,2019,10,"-8.7982706,39.7414812",2
2019-10-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,89,0,89,2019,10,"-8.5933462,40.3470015",2
2019-10-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2019,10,"-9.1822554,38.6658713",3
2019-10-01,Região de Saúde Norte,"Hospital de Braga, EPE",737,0,737,2019,10,"-8.398982,41.56785",1
2019-11-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",13,18,31,2019,11,"-8.6956768,38.0162314",4
2019-11-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",630,429,1059,2019,11,"-8.6543716,40.6362453",2
2019-11-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",0,0,0,2019,11,"-8.8818638,38.5283754",3
2019-11-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",3242,30,3272,2019,11,"-9.1616116,38.7500861",3
2019-11-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",981,0,981,2019,11,"-7.7515252,41.3031784",1
2019-11-01,Região de Saúde Norte,"Hospital de Braga, EPE",1039,0,1039,2019,11,"-8.398982,41.56785",1
2019-12-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2019,12,"-7.9281554,37.0238973",5
2019-12-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",273,144,417,2019,12,"-7.4981271,39.8212263",2
2019-12-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",1038,0,1038,2019,12,"-7.7515252,41.3031784",1
2020-01-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",33,5,38,2020,1,"-7.4922407,40.2804158",2
2020-01-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",65,58,123,2020,1,"-8.6543716,40.6362453",2
2020-01-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2020,1,"-9.1822554,38.6658713",3
2020-01-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",222,0,222,2020,1,"-8.6172617,41.1472498",1
2020-01-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,907,907,2020,1,"-8.6745115,41.1794456",1
2020-02-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",386,136,522,2020,2,"-8.4098211,40.2191523",2
2020-02-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",23,12,35,2020,2,"-8.6062881,41.1785642",1
2020-03-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2020,3,"-7.9281554,37.0238973",5
2020-03-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",138,113,251,2020,3,"-8.6543716,40.6362453",2
2020-03-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2020,3,"-9.1822554,38.6658713",3
2020-04-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",343,153,496,2020,4,"-7.9032848,38.5684861",4
2020-04-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",0,0,0,2020,4,"-8.6956768,38.0162314",4
2020-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",0,7,7,2020,4,"-9.1371248,38.7166948",3
2020-04-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",87,0,87,2020,4,"-9.216985,38.708454",3
2020-04-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",2,8,10,2020,4,"-8.5404429,39.478072",3
2020-04-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,3324,3324,2020,4,"-8.6745115,41.1794456",1
2020-05-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2020,5,"-7.9281554,37.0238973",5
2020-05-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",143,130,273,2020,5,"-8.6543716,40.6362453",2
2020-05-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",822,241,1063,2020,5,"-8.4098211,40.2191523",2
2020-05-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",76,41,117,2020,5,"-7.4981271,39.8212263",2
2020-05-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",80,413,493,2020,5,"-9.1371248,38.7166948",3
2020-05-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,85,3753,3838,2020,5,"-9.1460705,38.7569771",3
2020-05-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",51,29,80,2020,5,"-8.6062881,41.1785642",1
2020-06-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",476,2656,3132,2020,6,"-7.8721227,38.014123",4
2020-06-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",0,0,0,2020,6,"-8.6956768,38.0162314",4
2020-06-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2020,6,"-7.9281554,37.0238973",5
2020-06-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1050,297,1347,2020,6,"-8.4098211,40.2191523",2
2020-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",91,547,638,2020,6,"-9.1371248,38.7166948",3
